customer,email,phone,region,country,product,category,price,quantity,total,payment_method,status,date
Joseph Joseph,curtislindsey@example.com,001-991-311-1158x6026,Europe,Niger,Suggest,Books,401.88,7,2813.16,Bank Transfer,Cancelled,2026-01-22
Katherine Walker MD,eric52@example.net,291.921.1628x35062,Africa,Algeria,Arm,Home,311.88,1,311.88,Credit Card,Pending,2026-01-22
Brittany Robinson,clinton95@example.org,(321)201-9852x33922,South America,Sweden,Floor,Books,408.59,8,3268.72,Cash,Cancelled,2026-01-09
Phillip Fischer,heatherdonaldson@example.org,(806)484-5634x42768,Africa,Switzerland,Great,Electronics,213.91,7,1497.37,Credit Card,Completed,2026-03-11
Christopher Mitchell,mendozalori@example.org,234-794-3872,North America,Uganda,Support,Books,359.37,8,2874.96,Credit Card,Pending,2026-01-25
Andrea Jones,madisonsanford@example.net,+1-557-661-8250x599,Africa,Peru,Size,Clothing,443.3,5,2216.5,Cash,Cancelled,2026-02-08
Jackie Greene,dnorton@example.org,626-676-6536x8789,South America,Trinidad and Tobago,Mean,Books,87.33,5,436.65,PayPal,Completed,2026-01-10
Stephen Swanson,susanmullins@example.com,+1-972-539-1470,North America,Fiji,Economic,Books,306.47,4,1225.88,Bank Transfer,Completed,2026-04-04
Monica Dominguez,shermanjoseph@example.com,5543538684,Africa,Saint Helena,New,Books,251.25,7,1758.75,Credit Card,Pending,2026-02-25
Margaret Lowe,johnfuller@example.com,(499)590-9078x1059,South America,Gabon,Step,Clothing,213.18,6,1279.08,PayPal,Completed,2026-01-26
Robert Bartlett,jeffreywebb@example.org,+1-689-923-7235x5851,Asia,Fiji,Fund,Clothing,283.86,7,1987.02,Cash,Cancelled,2026-01-02
Laura Ashley,sperez@example.net,877-314-9326,Europe,Thailand,Recent,Books,50.79,5,253.95,Credit Card,Pending,2026-03-17
Ronald Austin,kbrewer@example.org,873.958.8202x684,North America,United Arab Emirates,Door,Clothing,485.86,1,485.86,Cash,Pending,2026-02-22
Jason Morrison,georgerogers@example.org,+1-825-780-6234,North America,Senegal,Traditional,Sports,79.26,3,237.78,Cash,Cancelled,2026-03-17
Lisa House,dhill@example.com,001-744-736-5253x36089,South America,South Georgia and the South Sandwich Islands,More,Electronics,150.33,4,601.32,Credit Card,Completed,2026-01-10
Cynthia Smith,gmartinez@example.org,(988)495-2558x73237,Europe,Jordan,Successful,Clothing,441.44,4,1765.76,Bank Transfer,Completed,2026-01-21
Pamela Bell,krausealexandra@example.com,001-865-366-3998x919,Africa,Iran,Position,Books,145.46,7,1018.22,Credit Card,Pending,2026-03-18
Dr. Taylor Smith,mariaortega@example.com,+1-423-532-9501,Europe,Haiti,Edge,Home,269.46,5,1347.3,PayPal,Cancelled,2026-01-06
Dawn Harrington,parsonsgregory@example.com,001-379-696-6092x548,Europe,Solomon Islands,Choose,Sports,352.77,8,2822.16,PayPal,Pending,2026-01-20
Howard Miller,andreamiller@example.org,643.362.5219x03701,Europe,Cayman Islands,Point,Home,75.62,2,151.24,PayPal,Cancelled,2026-03-12
George Bowman,danielbailey@example.org,576-986-7082,Africa,Burkina Faso,Challenge,Sports,257.75,9,2319.75,Cash,Pending,2026-04-05
Joseph Jacobs,gloriajones@example.com,+1-385-803-9501,North America,Morocco,Poor,Home,130.82,8,1046.56,Cash,Cancelled,2026-04-04
Victoria David,andrew76@example.com,(815)628-2552x425,Asia,Barbados,Gas,Sports,162.11,7,1134.77,PayPal,Pending,2026-03-04
Laura Castro,aodom@example.com,(539)892-3503x244,Europe,Ethiopia,Series,Books,213.92,3,641.76,PayPal,Cancelled,2026-02-24
Gina Johnson,smithkristen@example.org,660.607.8651,North America,Armenia,Deep,Books,327.03,1,327.03,Credit Card,Cancelled,2026-02-24
Katelyn Conley,henryhayden@example.net,+1-939-733-8625x07282,North America,Guam,Nature,Clothing,13.2,7,92.4,PayPal,Pending,2026-03-22
Daniel Hayes,umartin@example.org,(771)234-9062,Africa,Luxembourg,Recognize,Clothing,172.33,10,1723.3,PayPal,Pending,2026-01-31
Brandon Ortiz,austin46@example.net,(331)574-5064x47585,North America,San Marino,Four,Sports,227.9,10,2279.0,Bank Transfer,Pending,2026-01-31
Lindsey Bauer,rcruz@example.net,001-817-842-7478x8928,Africa,Nauru,Into,Home,473.1,3,1419.3,PayPal,Pending,2026-02-14
Donna Coleman,jessicacollins@example.org,(583)573-5914,North America,South Georgia and the South Sandwich Islands,Cut,Home,341.16,5,1705.8,Credit Card,Cancelled,2026-03-15
Mr. Nicholas Russell MD,dakota39@example.org,924.420.4503x5524,Europe,Timor-Leste,Thank,Books,252.94,3,758.82,Cash,Cancelled,2026-02-28
Gerald Wilson,bchambers@example.com,475-526-0957x0665,Europe,Congo,During,Electronics,336.85,7,2357.95,Cash,Pending,2026-01-15
Andrea Bass,michele61@example.org,254.262.5822x994,Africa,Mozambique,Such,Books,153.6,1,153.6,PayPal,Completed,2026-01-17
Crystal Stuart,timothy49@example.net,671-532-8546,Africa,Togo,Name,Books,121.46,7,850.22,Cash,Pending,2026-03-14
Robert Stark,lisa80@example.org,861-682-5682x773,Asia,Burkina Faso,Above,Home,490.36,8,3922.88,Credit Card,Completed,2026-01-10
Andrea Estrada,brianlee@example.net,(453)211-0302x8207,North America,Mali,Forward,Electronics,429.27,1,429.27,Cash,Cancelled,2026-02-01
Brian Wells,emartinez@example.net,2145135097,Europe,Congo,Allow,Clothing,18.31,1,18.31,Cash,Cancelled,2026-01-25
Tanya Torres,dawnbonilla@example.net,941.593.6971,Europe,Latvia,Social,Electronics,380.45,10,3804.5,Credit Card,Completed,2026-03-11
Andrea Nguyen,anthony33@example.org,943-340-9706x40788,South America,Mali,Skin,Books,228.84,4,915.36,Cash,Completed,2026-01-15
Dale Rodriguez,jeffery92@example.com,+1-423-401-2903x0219,Asia,Malawi,Bar,Sports,291.97,5,1459.85,Cash,Completed,2026-03-29
Christie Bradley,michael44@example.org,201-753-0870,South America,Albania,Everybody,Clothing,107.71,10,1077.1,Bank Transfer,Completed,2026-01-21
Darren Fox,marilyn35@example.net,(270)397-7238x4319,Asia,Uruguay,And,Clothing,255.5,10,2555.0,Credit Card,Cancelled,2026-04-01
Donald Jones,rjones@example.com,+1-325-707-4890x997,Asia,Costa Rica,Capital,Books,179.62,9,1616.58,Credit Card,Pending,2026-03-14
Vicki Henry,harveyeric@example.net,225.812.5995,Europe,Palau,Loss,Clothing,349.42,8,2795.36,Credit Card,Pending,2026-03-04
Rachel Hamilton,kristin76@example.org,+1-882-774-4997x32398,Asia,Palau,If,Sports,106.51,8,852.08,Credit Card,Pending,2026-02-02
Jeffrey Arellano,mark46@example.net,885-750-4941,Africa,Malaysia,Whose,Home,265.14,10,2651.4,PayPal,Cancelled,2026-03-11
Sandra Walker,fjensen@example.com,869-669-4348,South America,Belize,Positive,Electronics,359.7,2,719.4,Bank Transfer,Cancelled,2026-03-05
Abigail Cooper,brandonrodriguez@example.net,342.514.5729x261,Europe,Palau,Agree,Electronics,432.16,7,3025.12,Credit Card,Cancelled,2026-01-22
Cindy Dunn,sandyoneill@example.org,493-425-8753x570,South America,Switzerland,Onto,Electronics,244.92,4,979.68,Cash,Completed,2026-03-24
Michael Franco,melaniecastillo@example.net,428-259-0985x6583,North America,Gibraltar,Involve,Electronics,34.35,8,274.8,Cash,Cancelled,2026-02-25
Jeffrey Wilson,autumnlewis@example.org,606.430.0871,Europe,Falkland Islands (Malvinas),Stop,Clothing,245.44,7,1718.08,Credit Card,Pending,2026-02-19
